Date received,Product,Company,State,Complaint Text
2024-01-26 00:00:00,Credit card,GOLDMAN SACHS BANK USA,CA,"I traded in a laptop to Apple for {$650.00} - ie, Apple paid me {$650.00} for a laptop. They processed this payment on my Apple Card, which also subtracted {$19.00} in Apple Cash when I was paid for the Trade-in. 

The {$19.00} in Apple Cash should not have been subtracted. I'm owed {$19.00} in Apple cash. 

I initiated a support request. XXXX from Apple Card could not fix the problem, and filed an inquiry with Apple Card on my behalf. 

ALL CUSTOMERS WHO EVER TRADED IN A DEVICE TO APPLE, USING THEIR APPLE CARD ARE OWED APPLE CASH."
2023-07-24 00:00:00,Credit card or prepaid card,"CITIBANK, N.A.",NJ,"In the beginning of this year ( XXXX ), I noticed a {$55.00} charge on my Macys card. I only use my Macys card for Macys purchases because of the rewards for Macys dollars. I had not used this consistently for a while. I knew this charge was not made by me. My wallet was stolen in XXXXbut I had reported this card stolen the day it was stolen in XXXX of XXXX ( XX/XX/XXXX ). This made no sense to me. I called immediately and reported fraudulent charge. I did not know what transcentra payment meant and was not familiar with the charge. I was assured in 1-2 billing cycles the charge would come off, I would not be responsible for anything, and no fees would incur. Weeks later I notice the {$55.00} is increasing and theres late payments. I assume to just wait it out. It increases more and more. I receive something in the mail saying I owe money. I call Macys. Im on the phone for 2 hours, repeating my story to 3 people. One lady tells me to call back in an hour. She doesnt want to deal with it. The next lady says to email Macys fraud department proof of fraud. She asked why it took me a year to report this. I said the charge is showing up for XXXX, what do you mean it took a year? She says the charge was made at XXXX XXXX XXXX in XXXX on XX/XX/XXXX. I said XXXX is where the thief lives ( she was caught by the detective last year ) ; in addition, I dont go to XXXX because it is not a safe town, and I had reported this card stolen on that date. Also, why didnt this charge show up then? Why is it showing up a year later? And why didnt I receive anything in the mail until I had reported this? I email the fraud department emails between me and the detective. It has a photo of the girl who stole my wallet and dialogue between me and the detective, saying she was from XXXX and it had the dates as well. I asked to close the account ASAP because this company was treating this like a joke. Assuming this would suffice, I waited. Some time later, the money owed is increased to {$170.00}. My credit score dropped from XXXX something to XXXX. I am looking to get a mortgage this year so I became very nervous. I received a letter in the mail saying that this was not fraudulent and that I owed money. I paid the fees because I didnt want my score affected further. Macys was dragging their feet and I couldnt rely on them. I would figure this out later. I call 2 weeks or so later when I had time, knowing this would take forever. I was on the phone another 2 hours. They refused to give me a manager. He said he had multiple tabs open trying to figure this out. I said I needed to be refunded and I needed this reported as fraudulent to fix my credit score. He gave me wrong dates and numbers. I asked specific questions about the date of the charge, place of the chargeetc. I was told XXXX XXXX XXXX  in XXXX XXXX. I repeated this was the date I reported my card stolen and was where the thief lived. No one could answer why I got nothing in the mail for a year and why nothing showed up on the account for a year. He said I reported the card stolen two days after the girl got caught.I gave him the exact dates and said thats not possible. He said he could refund me the {$31.00} late fees {$41.00} late {$2.00}. I said I paid {$170.00}. I want this refunded. He said he would refund the fees for now and I could speak to a credit specialist. He has not refunded these fees. I have his employee number. He gave me the wrong number to the credit specialist after assuring me 3 times it was correct. I knew it would not be, so I kept saying are you sure. The credit specialist tries to help me ; she says her computer is freezing from all of the notes. I had to repeat my story again. She says I will conference you in, please hold. Im on hold for a while. Then, it says Macys survey and it hangs up. I wait an hour for them to call back because they have my number. No one calls back. I call again and she says they close in 30 min and the manager is away for 2 days. I said I need this reviewed and this is not okay. Her name is XXXX. She says manager will call back in 10 days. It has been 10 days and Ive gotten no call. In addition, yesterday I received a letter from Macys digitally stating they havent received my payment, please send proof of payment via fax.Is this a joke? I am very frustrated with the incompetency and can not believe this is how Macys AMEX is handling everythingI am uploading as much as I can but most things were handled verbally for HOURS, wasting so much of my time and energy and creating so much unnecessary stress."
2026-04-29 11:55:32,Credit card,CAPITAL ONE FINANCIAL CORPORATION,NC,"On XX/XX/XXXX, Capital One issued written confirmation that my Quicksilver XXXX  Credit Card account ( ending in XXXX ) had been credited {$430.00} in connection with a dispute against XXXX  XXXX ( Case No. XXXX ). The letter contained no reference to any hold or access restriction on those funds. 
On XX/XX/XXXX, a Capital One representative verbally confirmed the funds would be accessible by XX/XX/XXXX. They were not released and no written explanation was provided. 
On XX/XX/XXXX, I contacted Capital One and was escalated to Supervisor XXXX ( Agent ID : XXXX ), who offered two contradictory verbal justifications for the hold in the same call first that the merchant had not responded, then that the amount was the reason. When I requested written documentation of the hold, Supervisor XXXX stated verbatim : Theres no other document we can give you. He also reviewed my internal account history and confirmed Capital Ones own records corroborate my dispute, including my card being locked twice and me being on the phone with their fraud team during the disputed transaction. 
On XX/XX/XXXX, Capital One representatives on a recorded call verbally acknowledged that maintaining the hold violates Regulation Z but stated there was nothing they could do. 
Later that same day, Capital Ones own mobile application showed Case XXXX as Closed with the explicit statement : At this time, youll keep the credit of {$430.00} that we posted to your account. Despite this final written resolution, the hold remained. 
I submitted a formal written demand letter via Capital Ones secure message portal citing violations of 15 U.S.C. 1666, 12 CFR 1026.13 ( d ), and 15 U.S.C. 45. Within hours, Capital One sent a written email stating : As a result of the documents we received from you, weve reopened an existing merchant dispute for your account. Capital One has therefore created a written record explicitly connecting the reopening of a finally closed and resolved case to my exercise of statutory consumer rights under the FCBA."
2023-05-24 00:00:00,Credit card or prepaid card,SYNCHRONY FINANCIAL,FL,"I contacted Synchrony in regard to updating my Walgreens account/rewards number that's associated with the Walgreens Mastercard , but they don't have a solution. I am doing this because Walgreens customer service said in order to merge my old Walgreens account and my new account ( my old account has my Walgreens Mastercard attached to it ), I'd have to update my Walgreens account/rewards number on it with Synchrony. My new Walgreens account number is XXXX."
2024-08-03 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,OH,"I have been a Capital One customer for many years. This month they did not send me a statement in the mail as they have always done. When I called them the first time over a week ago they said they had mailed one, but, when I called again about a week later they admitted that they had changed my account to Paperless Billing. I did not request this and do not want it, and it is my understanding that it is illegal for a company to do this without notifying the customer and allowing the customer to choose paper billing instead."
2023-01-19 00:00:00,Credit card or prepaid card,AMERICAN EXPRESS COMPANY,SC,"keep getting calls on my cell from some one saying they are American Express regarding a loan application- have no loan application, have receeived 12 calls from XXXX. When I call they want me to give them my SSN."
2023-12-01 00:00:00,Credit card,"EQUIFAX, INC.",IL,"Take note of the attached documents. I want the bureau to look into these accounts, as I have a history of being punctual, contrary to their current late reporting."
2023-09-29 00:00:00,Credit card,Atlanticus Services Corporation,NC,"Fortiva Credit Card owned by XXXX XXXX XXXX XXXX but controlled by a third party. XXXX XXXX XXXX XXXX may not know of the illegal/ predatory lending practices that the third party is committing, or maybe they do know and don't care. 

Fortiva is more like all the other credit cards owned by XXXX XXXX XXXX XXXX. They target low income/ and consumers with low credit scores. Banks like XXXX XXXX XXXX get rich off the poor/low income consumers, They take advantage of the low income. 

Companies like this one, break the law in every State they do Business with.

They mislead, false advertisement. They get you approved for one of there cards, make promises and once your approved they change the terms and conditions without consent.

In my case, they violated the truth in lending Act. Promised me certain terms and conditions and changed those once I applied and was approved. Charging monthly fees, yearly fees, not posting the payments when they're made in order to made extra money from interest. 

I have paid a total of {$640.00} since I've had this credit card, and my balance never goes down, enough since I don't use it. Each month those show my balance above the {$700.00} credit limit, after making payments, my balance finally comes just {$10.00} below the limit balance {$690.00} the next month when my bill is due, my balance shows above the credit limit. 

Credit Card companies like Fortiva is no different than payday loans that charge upwards of 500 %. Make your min payment of {$60.00} and not use it, only to find your next months balance still only {$10.00} below the credit limit. This Business main objection is to get rich, while making sure the CEO gets rich while robbing the poor and less fortune. It is very sad.

They're also violation the NC Consumer Protection Act here in North Carolina.

If CFPB doesn't do anything to stop these fraudsters from ripping off the low income consumers of this Country, than the only other thing I know to do is have my Attorney XXXX  to file a lawsuit, possibly a class-action after we contact other consumers with the same or similar issues. When it comes to class-actions, we do have a work around the so-called arbitration cause to pursue a class action. These fraudsters are also violating my rights under the FCRA but more so my rights under the NCFCRA which entitles me to damages."
2024-08-19 00:00:00,Credit card,SYNCHRONY FINANCIAL,WA,"On XXXX there was a world wide system outage via global XXXX outage ( you can look it up ) and I was unable to make my monthly payment because the credit cards phone pay system was down. I was advised that any late fees would be waived. I had to call to have the late fee waived and in addition my monthly payment increased from XXXX to XXXX because it includes that late fee. When I called today XX/XX/year> they told me they can't adjust the payment amount and that it didn't go up because of the XXXX late fee, it's because my balance increased which is not correct. I worked in the credit card industry for over 15 years and I went over the terms with agent and supervisor stating that it is the late fee that caused the increase. This is incorrect and they will not adjust my payment amount."
2024-05-03 00:00:00,Credit card,"CITIBANK, N.A.",TX,Company refuses to give me a monthly statement. They put me on XXXX Statements but no longer offer a pdf of the statement. Only offer XXXX spreadsheet. I am entitled to a monthly statement.
2024-12-02 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,CA,"XX/XX/year> Re : Credit Card Fraud Report - Unauthorized Airport Transaction Dear Sir/Madam, I am writing to report fraudulent activity on my Capital One credit card. I have identified an unauthorized transaction that requires investigation : Transaction Details : Merchant : XXXX  Amount : {$1300.00} USD Date : XX/XX/year> I have substantial evidence suggesting my credit card information was compromised during a dining experience at XXXX XXXX XXXX where my card was taken to a back office due to an allegedly malfunctioning card reader. This was the only instance where my card left my possession. Despite having notifications enabled for all transactions, I did not receive any alert for this unauthorized charge. 

The transaction is labeled as lodging ; however, I can definitively prove that my legitimate lodging was at the XXXX XXXX XXXX XXXX XXXX from XX/XX/XXXX through XX/XX/year>. Capital One has not provided the merchants contact information or account details where the funds were transferred. 

To support my case, I am providing the following documentation that establishes my legitimate transactions and whereabouts during this period : Car rental receipt XXXX XXXXXXXX baggage fee receipt XXXX XXXX lunch receipt ( where the card was taken to the back office ) XXXXXXXX XXXX XXXX receipt and credit card statement Despite providing this documentation to Capital One, my dispute has been denied. I am requesting a formal police investigation into this matter, as I believe this may be part of a credit card skimming operation. Additionally, I will be filing complaints with the Consumer Financial Protection Bureau and the Office of the Comptroller of the Currency ( OCC ). 
Contact Information : XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX CA XXXX XXXX XXXX Please advise on any additional information or documentation required to proceed with this investigation. 
Sincerely,"
2026-04-07 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,UT,"I am submitting this complaint again because Capital One continues to avoid addressing the core issue and is providing dismissive responses stating that I am not a customer, despite the fact that I previously held active accounts with them. 

This is not an acceptable resolution. 

My accounts were closed, and I am requesting a review and reinstatement based on my positive payment history and account standing prior to closure. Instead of addressing this request, Capital One is refusing to engage by claiming I am no longer a customer, which is precisely the issue being disputed. 

To be clear : I did not request the account closure I had a history of responsible usage and payments I am requesting reinstatement, not a generic explanation By stating I am not a customer, Capital One is avoiding accountability for their actions and refusing to properly investigate or respond to my request. 
If Capital One continues to refuse to engage on this matter, I am requesting that this be escalated further, as this response does not resolve the complaint.

I received Capital Ones response by mail ; however, I do not recall receiving any phone calls or attempts to contact me directly to discuss or investigate this matter further.

This raises concern that my complaint is not being meaningfully reviewed, but instead is being responded to with a standard or automated response. 

Simply stating that I am not a customer does not address the substance of my complaint, which is regarding the closure of my accounts and my request for reinstatement.

I am requesting direct contact regarding this matter, as I have not received any phone communication. I am available to discuss and resolve this issue. My phone number has change and I did provide it in all the complaints.

I will continue to document and pursue this complaint through the appropriate channels until a meaningful response is provided.

I have included statements in the last two complaints, how can I be classified as a "" not a customer ''?"
2025-05-15 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,NY,"XX/XX/XXXX : I applied for the American Express Gold Credit Card because I saw the promotional offer on the website. It was offering XXXX membership rewards points if you spend {$6000.00} on purchases using your new card in the first 6 months of card membership. I clicked on Apply Now to see if I am eligible and then it redirected to the page where I can submit my application. Shortly after I submitted, I received an email asking me to provide more information for the application, I went ahead and provided the requested document using the link they sent me. I also received a phone call the same day from an American Express representative asking me to provide more details for the gold card application. I answered all the questions she asked me over the phone and before we hung up, I explicitly asked her, just want to check that I will be receiving the XXXX membership rewards points after I complete the spending requirement within the specified timeframe. The representative said yes, I see that you are approved for the offer and then we ended the conversation. 
XX/XX/XXXX : I received the email that my application is successful and I am approved for the new card. 
XX/XX/XXXX XX/XX/XXXX : I have spent more than {$6000.00} using the gold card and I have also paid off the statement balance in my card. 
XX/XX/XXXX : My first interaction with an American Express customer service representative after I have completed the promotional offer requirement. I started an online chat within the American Express mobile app and inquired about when I will be receiving my membership rewards points. I was told that my promotional offer on the gold card was decline when I was approved of the card, she said there was a pop up that should have told you your promotional offer is decline. However, I did not see a pop up when I submitted the card application and when I was approved of the card. I told the representative that I even asked the representative who called me the day when I applied for the card on a recorded line, if I will receiving the promotional offer and her response was yes. Now you are telling me something completely different and you are saying that there was a pop up that I never saw anywhere. If I did, I obviously wouldnt apply for the card. She told me she would raise a case for me and escalate it to the internal teams so they can investigate it. 
XX/XX/XXXX : I followed up on the case by chatting with another American Express customer service representative within the American Express mobile app. She informed me that the case that was raised for me was closed. The case closed because the internal team ultimately concluded that I will not be getting the promotional offer for the gold card because it was decline when I applied. Again, I explained my situation to the customer service representative and asked her to raise another case. 
XX/XX/XXXX : I followed up again on the case within the American Express mobile app. The customer service representative that I spoke to told me that the case that was raised for me was closed again, and the investigation has the same result. I told her that XXXX very frustrated by this situation and she said she will raise the case again for me and she also give me the number ( XXXX ) XXXX to call so I can speak to someone over the phone. I called the number XXXX weeks after to follow up on the case. I explained whole situation to another American Express customer service representative over the phone. She said she saw that my case closed again and she will reopen my case for me and escalated so that I can get proper response. She told me that I will be receiving a call from American Express XXXX weeks after to inform me of the investigation. 
XX/XX/XXXX : I never received a call from American Express to provide me with an update on my case or to inform me of any investigation results. I called the number ( XXXX ) XXXX again, explain the situation again to a customer service representative, and he told me the same thing that your case is closed, your promotional offer is decline when you applied and you should have saw a pop up informing you that. I told him that I did not see the pop-up and theres definitely a recording in the American Express system to prove that I have asked a American Express representative if I was going to be receiving the promotional offer on the day that I apply for the gold card. He then transferred me to his manager. His manager said to me that they checked the recording system and did not find such recording that I am talking about. He kept on emphasizing that I should have saw a pop-up but I told him I did not and if I did, I wouldnt have gone ahead and applied for the card and spent so much money using the gold card. There is also no proof that such pop up showed up when I applied for the card. He said theres nothing he can do for me and basically I will not be receiving my promotional offer."
2024-05-03 00:00:00,Credit card,AMERICAN EXPRESS COMPANY,GA,"I applied for an American Express XXXX XXXX XXXX XXXX on the American Express website on XXXX XX/XX/2024. On the webpage through which I submitted my application, they advertise : "" XXXX XXXX : {$0.00} intro annual fee for the first year, then {$95.00} '' with a symbol to look at the terms and conditions. I would like to note that this promotion is still present on the webpage through which I applied, and an archive of the webpage on the day I applied ( XXXX XX/XX/2024 ) is available on XXXX, which shows the same promotion offered on that day. 

The terms and conditions document, which I have attached to this submission, inform that the eligibility for this offer can be affected by having a previous version of this credit card or offers related to existing membership, which do not apply to me. Even then, they say that if you're not eligible for the offer, they will inform you before you accept the application. When I accepted the credit card offer, I was not informed that I was not eligible for this offer and so I accepted under the conditions that I would not be charged an annual fee for the first year. 

On XXXX XX/XX/2024, American Express charged a {$95.00} membership fee to my account. 

I have since called customer service XXXX times to ask why I was charged this annual fee when I opened the account believing that I would be charged no fee for the first year. The first time, which I believe was XXXX XX/XX/2024, the representative said they would submit an issue and that someone would be back to me. I received no further information, so I called customer service again, I believe on XXXX XX/XX/2024. They again had no information to give me and told me that someone would follow up with me. I then called on XXXX XX/XX/2024 and the representative told me that the wavier of the {$0.00} intro annual fee did not apply to my account, but did not provide any other information about why it did not apply."
2025-07-14 00:00:00,Credit card,Atlanticus Services Corporation,AL,"I believe the receptionist at the dentist 's office I visited in XXXX ( XXXX XXXX of XXXX ) a few months ago opened a XXXX  account that I did not request, apply for, or sign for in the amount of {$3000.00}. Since XXXX, I have received a card that I did not request nor did I activate it. The card has a 35.99 % APR and the fees are astronomical. Last week when I called, the payment went from {$120.00} to {$420.00}. There are fees for everything, including a {$2.00} fee for paper billing. I was told XXXX months of fees would only be removed after I made a payment and not before. After only a few days, late fees have ballooned my account past due total to {$580.00} when it was {$420.00} earlier. The statement for a payment owed on XXXX XXXX showed that I owed {$420.00}, which is now ( on XXXX XXXX ) increased to {$580.00}. ) When I asked the payoff amount, the representative was adamant that I only needed to bring the account current and not pay it off. A total was not provided. In a written request, I asked Fortiva to remove the fees and close the account, because I did not apply for the account. Please investigate this company. Also, any assistance in getting this situation resolved would be greatly appreciated."
2023-11-30 00:00:00,Credit card,JPMORGAN CHASE & CO.,IL,Chase has charged me XXXX dollars for an account that was closed. They refuse to reopen the account and stop the fees. They charged me XXXX dollars in fees already after I told them to stop and give me account information. If they closed my accounts how did they charge me and why all the fees? It is illegal.
2023-07-08 00:00:00,Credit card or prepaid card,SYNCHRONY FINANCIAL,AZ,"In XX/XX/XXXX I purchased what I was told was a painting. In XXXX XXXX the painting was sent to me via XXXX. The painting was left outside my door in the rain. When I opened the package, the painting was in the wrong frame and wrinkled. I also learned at that point that it was not an actual painting. It was a print copied onto canvas and some type of clear paint added to make it look like an actual painting. The painting came with a certificate of authenticity, a registration number, and the actual print was numbered ( XXXX out of XXXX ) and signed. I contacted Park West Gallery and sent them pictures. After some back and forth the XXXX agreed to take the painting back and reframe it. Park West arranged for XXXX to come pick up the painting. On XXXX XXXX XXXX the painting was picked up by XXXX. At this point I learned almost XXXX weeks later that XXXX had mixed up shipping packages and lost the painting. I made every effort I could on my end to locate the lost painting even spending XXXX hours going though thousands of pallets of returned goods in warehouses. XXXX informed me that they acknowledged they lost the painting and they would reimburse Park West once they made a claim. I spoke back and forth with Park West and they refused to cancel the charge. I disputed the charge immediately with XXXX Bank when the painting first arrived damaged. I was told to fill out everything online using a link that was given to me. I also followed this up with a letter. After opening the dispute I did not ever receive anything in writing from synchrony. When I followed up with the credit card company, they said they would mail out confirmation of the dispute including any responses from Park West. The next communication I received is that the dispute was closed and found in favor of Park West because they agreed to send me a DIFFERENT painting. I informed Synchrony that I did not want a different painting and that I should not be forced into purchasing a different painting. I tried to file a claim with XXXX but was told that Park West must file it because they arranged for and paid for the shipping. When I contacted Park West they wrote back stating that they would not be filing a claim and that I would be forced to accept a different painting. Again, my painting was registered, numbered and was not an actual painting as I was told it was when I purchased it on the cruise ship. I let Park West and XXXX know that forcing me to purchase a different painting with a different registration number and different number in the limited edition series was not acceptable. I also let XXXX know that Park West had the option of getting their money back from XXXX if they would file the claim. At this point ( Beginning of XXXX ) I was told that the dispute would be reopened and again was told that they would mail out everything in writing. I have explained the situation to XXXX and I was told that I could file the claim myself if Park West would sent me a release to do so on their letterhead. They have refused to do so. I have attempted to dispute this charge with XXXX XXXX times. Each time they say I am liable for an item I never received due to the stores no return policy. I don't believe this policy should take the place of never receiving the item. XXXX to replace the item with a different item is not acceptable. Park West has the option of getting the money back for the painting, they just refuse to do it. I believe they are waiting for me to pay for it, then they will file with XXXX essentially selling and collecting money for two so called paintings not just one. If they offer me the same painting it would have to have the same registration number and have the same XXXX out of XXXX on it signed by the artist as the first one did. If they do this it will be fraud. There is no way for them to replace a painting that is registered and numbered. It was a one of a kind item. They have the ability to recoup the money from the lost painting, but they refuse to do so. This makes no sense to me. Being charged by XXXX and ruining my credit for an item never received is also fraud. Not complying with the law to send me documents in writing mailed out to me is also not right. This company misleads consumers and tells them they are buying actual paintings and they are not actual paintings. They sent out certificates of authenticity with registration numbers and hand number the paintings on the back, then claim they can just replace the painting... .How can there be an exact replacement if the painting was registered and numbered? I would like to know why I am being harassed by Park West and Synchrony and also having my credit destroyed when Park West could simply file a claim with XXXX and get their money back for the lost painting. No person should be made to pay for something that was not received."
2024-12-29 00:00:00,Credit card,"CITIBANK, N.A.",OR,For the second time this year someone has tried to open a credit card through citi bank in my name. One went through and this time it did not but clearly someone has my information and trying to open things. I am not sure what to do besides file through here.
2025-07-22 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,FL,Capital one quick silver XXXX. Paid card with a second/household account I have had listed on te account. Paid XXXX towards a XXXX charge for garage door repair. They will only say its policy to verify and will not explain why they are discriminating against an XXXX XXXX XXXX woman. They want to do a XXXX way call with my bank to verify my accounts. Charges cleared account on XX/XX/year>. They have restricted entire card usage until I allow them to call my bank. The statement had not even cut off when payment was made. They are treating customers unfairly. Not telling the full story and discriminating against me. They even lowered my credit limit last year from XXXX to XXXX and said it was because I did not use my card enough.
2025-09-03 00:00:00,Credit card,CAPITAL ONE FINANCIAL CORPORATION,KY,"I have a Capital One credit card account that displays inaccurate late payment entries. These entries have been present on my credit report for an extended period, and I request their removal. This action is necessary to prevent these errors from negatively impacting my credit score."
2023-02-10 00:00:00,Credit card or prepaid card,"Bread Financial Holdings, Inc.",KS,"On XX/XX/2023 I noticed a charge on my express credit card for {$450.00}. I did not make any purchases that day. I was actually at work. When I logged into my account, it stated that a bag of some sort had been purchased for that amount in Ohio. I reside in Kansas. I immediately called the company and advise them that I did not make this charge, and I was told that it would be reported to fraud. I noticed that the charge was removed from my account, and it was taken off of my credit report. I thought that the matter had been solved, I was told that the account had been closed, and I would be issued a new card. On XX/XX/2023 I received a notation in my credit monitoring that my credit score had decreased by XXXX points. I also received an email from XXXX stating that my bill was due to be paid. When I logged into my account, the previous charge of {$450.00} was stating as amount owed. In the first opportunity during my workday, I called and I spent a significant amount of time on the phone trying to rectify this. Unfortunately because I work in medicine, I had to return to see another patient and I had to get off the phone. I called back at the very next opportunity, the same evening, and was transferred multiple times. Each person I spoke with, said that they didnt understand what had happened, and they were going to transfer me to a department that could assist me. on XX/XX/2023 at XXXX XXXX. I spoke with the fraud department with a person named XXXX. I was advised that there is nothing she could do and that I must call again tomorrow to speak with another fraud department. I did advise her that I work in medicine, and a critical access hospital where I am the sole provider. Due to the nature of my business ( emergency room ) there is no physical way. I can call to be on the phone at XXXX XXXX, there is no one to cover for me. She stated that she was sorry and that I needed to call. I asked each person I spoke with, if they could tell me what had happened that this charge was placed back on my account, I have never lived in Ohio. I do not know anybody in Ohio. And I have not used that card to purchase anything. I have yet to receive an answer, my credit score has declined significantly, and I have no way of managing this problem despite spending hours on the phone and multiple phone calls."
2024-07-16 00:00:00,Credit card,Self Financial Inc.,AZ,This account was open during COVID XXXX by my ex-husband with out my knowledge on- line. now we are divorced and I placed this in my divorced to have debit placed on his social security and it was grated XX/XX/XXXX.
2026-03-09 00:00:00,Credit card,U.S. BANCORP,OH,"b""In XXXX XXXX XXXX I had talked with XXXX XXXX XXXX regarding my credit card payments that I was making in excess of the minimum payment amount due for each month. I had talked with their customer service on a previous occasion and was told to submit a letter to the office by mail which I mailed a letter to their office in XXXX XXXX and I then received a phone call from their account manager XXXX on XXXX XXXX XXXX who called from the number of XXXX XXXX XXXX. She said that she would send how my payments over the minimum payments were applied but instead all she sent me was copies of what I had already received in my new monthly statements from the past. I had explained to her in that call anything over the minimum monthly payment due was to be applied to the cash advance balance that incurring interest. She told me they were but if you look at my bill it does not show proof of that. Me and her hours do not match up because I work days hours as she does. I had tried getting off work a little earlier to try and call after I got home but that was not working very well to make that happen. However I felt it was an argument from me explaining to her of how the payments were to be applied but she did not seem to understand how Regulation Z (TILA) works with the payments on a customer's account. All she sent me was the same copies of my credit card statements that I had already been receiving in the mail. If someone can explain to her how the over the minimum payments are to be applied for her to understand. I can send copies of what they sent me and cross out my credit card numbers and other private information. Let me know. I have not seen any reflections that the company has corrected any of my payments since talking with her so I have tried calling her again and left message that I would be contracting CFPB concerning this"""
2025-03-20 00:00:00,Credit card,"CITIBANK, N.A.",IN,"On XX/XX/XXXX, I signed up for the XXXX XXXX Citi Platinum card via a link on the XXXX XXXX website that promoted the following promotion : Earn up to {$400.00} statement credit on eligible XXXX XXXX purchases in the first 6 months of account opening. Plus, earn XXXX bonus miles after {$1500.00} in purchase within the first 3 months of account opening. The link led me to the sign-up page and asked me for my information. Upon providing my info, I was told that I was approved and that my card would be sent within XXXX business days. I received my card and purchased my airfare on the XXXX XXXX website on XX/XX/XXXX. I wait until my first statement came out to see if the {$400.00} credit was applied and it was not. I then called Citi on XX/XX/XXXX and informed the representative of this. The representative stated that they would open a case to get this looked into. They also said I would receive a resolution via email. I waited until XX/XX/XXXX to call again and check the status as I did not receive an email. Per the representative, the case was closed on XX/XX/XXXX stating, the {$400.00} promotional credit was not applied as this promotion is not included on my account. I requested to speak to a supervisor and they informed that when I signed up, I did not select the {$400.00} credit offer. I informed the supervisor that I did not have an option to choose the offer I wanted and was supposed to receive both. They refused to give me the credit based on their findings within their system. This appears to be a common practice by Citi bank as many individuals have reported the same feedback via a XXXX post I found. I'm very displeased with Citi and find this practice to be dishonorable and greedy on their part."
2025-10-27 00:00:00,Credit card,JPMORGAN CHASE & CO.,NY,"This complaint is filed by XXXX XXXX XXXX, XXXX, authorized representative of consumer XXXX XXXX, regarding JPMCB - CARD SERVICEs failure to provide verification of disputed account information. Despite a formal dispute sent on XX/XX/year>, and a follow-up letter, JPMCB - CARD SERVICE has not produced the required documentation or explained how the reported account was verified as accurate. This lack of response violates the Fair Credit Reporting Act ( FCRA ), which requires furnishers to conduct a reasonable investigation and provide proof of accuracy. The consumer, through his authorized representative XXXX XXXX of XXXX XXXX XXXX XXXX XXXX, requests that JPMCB - CARD SERVICE either submit proper verification documents or immediately remove the inaccurate account from all three credit bureaus to ensure compliance with federal law. JPMCB - CARD SERVICE XXXX"
2023-11-25 00:00:00,Credit card,JPMORGAN CHASE & CO.,CA,"I have been a customer with chase bank for over 20 years and more you bank with them their customer is getting worst and worst under the leadership XXXX XXXX and so-called XXXX  customer care team. XXXX customer care service is lousy and XXXX of the worst experiences ever. 
Chase bank doesnt let customers dispute charges made on XXXX XXXX  credit cards. Once you log on to the online banking there is an option called dispute a charge. Once you try to dispute a charge, they asked you to call customer care number. Once you call the customer care, they will send you a text to the phone to dispute charges. Once you click on the link and try to dispute the charge, they will ask you to call customer service number. It is a ping pong game and no body from customer service team dont pick up the phone to make it extremely harder to dispute a charge. 
I rented the car from budget and the sales pressure was high to purchase a XXXX XXXX XXXX  and I told the rep at the counter that I am staying close to XXXX and asked how many XXXX XXXX  that I had to go through in order to get to my hotel and the answer was many and I ended up buying the XXXX  XXXX  for 7 days and on the way to the hotel I realize there are no XXXX  XXXX  on the way. I called the budget customer support following day to cancel XXXX XXXX purchase since there are 7 days left and to my dismay, they told me that I must return the car to cancel the XXXX XXXX XXXX  purchase. Not sure why you need to return the car since there is an alternative option to pay only if I go through a tXXXX XXXX and under the heavy traffic in XXXX, I didnt want to go to the XXXX to return the car to waste my precious time. 
Rep at the counter was not honest with me and they didnt cancel the purchase following day asking me to return the car."
2025-05-12 00:00:00,Credit card,"CITIBANK, N.A.",PA,Both of these accounts were closed without my knowledge. No reason was given to me regarding the reason. I would like for them to be reopened.
2023-12-04 00:00:00,Credit card,JPMORGAN CHASE & CO.,SC,"I have about XXXX XXXX points missing from my Chase XXXX XXXX card. I have been told by Chase that the points I see on my account ( screenshot attached )- which clearly shows I have XXXX points - represents the points I have earned over the life of the account and that I only have about XXXX points that I can use. However I have never redeemed points and have not been given an explanation for where the XXXX points have gone. I have included XXXX screenshots showing I clearly have XXXX points and XXXX screenshot showing that I only have XXXX when I go to use them. The remaining attachments are my secure messages with chase where they tell me nothing is wrong and never provide an explanation for where the points have gone. You can see on the fourth attached secure message to chase that they said they will "" no longer respond to this specific inquiry '' so without explaining where the points have gone they have also told me they wont respond to me any further about this matter. My only recourse at this point for an explanation is a CFPB complaint."
2024-07-14 00:00:00,Credit card,"Carvana Group, LLC",VA,Carvana LLC tried to access my frozen credit report without my permission and for no apparent reason. I am not in the process of purchasing a vehicle.
